Município,Código,Gentílico,Prefeito_2017,Área_Territorial_2018,População_estimada_pessoas_2019,Densidade_demográfica_2010,Escolarização_6_a_14_anos_%_2010,IDHMunicipal_2010,Mortalidade_infantil_óbitos_por_mil_nascidos_vivos_2017,Receitas_realizadas_×1000_2017,Despesas_empenhadas_×1000_2017,PIB_per_capita_2017
Terra Nova,2931707,terra-novense,MARINEIDE PEREIRA SOARES,"184,304",13033,"64,36","96,7","0,578","17,86","27795,97022","25905,76664","9008,24"
Tremedal,2931806,tremedalense,MÁRCIO FERRAZ DE OLIVEIRA,"2010,316",16394,"10,14","96,6","0,528","5,49","39534,77221","38014,47651","6325,2"
Tucano,2931905,tucanense,LUIZ SÉRGIO SOARES DE SOUZA SANTOS,"2185,014",50687,"18,73","98,2","0,579","15,76","97492,96396","91397,63151","8449,29"
Uauá,2932002,uauaense,LINDOMAR DE ABREU DANTAS,"3074,786",24240,8,"97,3","0,605","18,46","52559,46647","48746,72248","6983,13"
Ubaíra,2932101,ubairense,FRED MUNIZ BARRETO ANDRADE,"659,138",19895,"27,19","97,8","0,582","16,6","43517,33611","42369,37072","8328,45"
Ubaitaba,2932200,ubaitabense,SUELI CARNEIRO DA SILVA CARVALHO,"181,102",19056,"115,72","95,8","0,611","13,03","39677,58554","42194,11566","9825,73"
Ubatã,2932309,ubatense,SIMEIA QUEIROZ DE SOUZA FELIX,"177,643",27035,"93,22","94,5","0,593","18,69","52434,3874","40963,19332","6588,22"
Uibaí,2932408,uibaiense,UBIRACI ROCHA LEVI,"545,298",13887,"24,73","97,7","0,617","5,26","30980,92676","28076,47374","6207,38"
Umburanas,2932457,umburanense,ROBERTO BRUNO SILVA,"1775,633",19222,"10,18","95,7","0,515","5,81","40813,85382","38764,13824","6043,99"
Una,2932507,unense,TIAGO BIRSCHNER,"1126,733",19002,"20,48","96,8","0,56","24,69","52969,14189","52684,98844","11911,44"
Urandi,2932606,urandiense,DORIVAL BARBOSA DO CARMO,"902,402",16658,"16,98","98,1","0,598","19,32","37548,73892","35237,85018","9612,78"
Uruçuca,2932705,uruçuquense,MOACYR BATISTA DE SOUZA LEITE JUNIOR,"510,098",20519,"50,61","95,8","0,616","17,86","44499,32344","45256,47911","9761,87"
Utinga,2932804,utinguense,JOYUSON VIEIRA SANTOS,"633,76",19178,"28,47","96,9","0,59","8,1","39723,76228","37798,99072","7894,24"
Valença,2932903,valenciano,RICARDO SILVA MOURA,"1124,319",96562,"74,35","97,1","0,623","16,2","161313,0948","154549,0803","14534,73"
Valente,2933000,valentense,MARCOS ADRIANO DE OLIVEIRA ARAUJO,"394,876",28473,"63,9","98,7","0,637","28,78","53524,236","48327,18347","7779,79"
Várzea da Roça,2933059,varzeano,LOURIVALDO SOUZA FILHO,"468,407",14104,"26,83","97,9","0,539","11,98","35390,50364","29896,54287","6120,4"
Várzea do Poço,2933109,varzeapense,MANOEL CARNEIRO FILHO,"206,478",9170,"42,27","98,8","0,575","30,61","18750,01178","18332,30996","8001,42"
Várzea Nova,2933158,várzea-novense,JOÃO HEBERT ARAÚJO DA SILVA,"1225,892",12697,"10,96","95,9","0,555","9,3","34410,65899","29221,4907","8876,35"
Varzedo,2933174,varzedense,ARIECILIO BAHIA DA SILVA,"221,399",8838,"40,16","97,9","0,586","15,75","21286,11036","18952,7776","11168,9"
Vera Cruz,2933208,vera-cruzense,MARCUS VINICIUS MARQUES GIL,"299,367",43223,"125,33","99,3","0,645","10,27","93296,97541","85706,23095","11752,15"
Vereda,2933257,veredense,DINOEL SOUZA CARVALHO,"782,141",6205,"7,78","98,1","0,577","22,22","20048,80741","20101,87464","10829,05"
Vitória da Conquista,2933307,conquistense,HERZEM GUSMÃO PEREIRA,"3705,838",338480,"91,41","96,8","0,678","14,8","637789,5423","605294,5254","18589,99"
Wagner,2933406,wagnense,ELTER SILVA BASTOS,"522,37",9345,"21,34","96,6","0,587",24,"19836,47727","17875,65457","7066,49"
Wanderley,2933455,wanderleiense,FERNANDA SILVA SA TELES,"2920,679",12238,"4,22","96,1","0,6","17,14","33377,36549","31038,25383","9452,11"
Wenceslau Guimarães,2933505,wenceslau-guimarãense,CARLOS ALBERTO LIOTERIO DOS SANTOS,"655,239",21101,"32,92","94,6","0,544","25,91","55976,0025","50962,53159","10776,29"
Xique-Xique,2933604,xiquexiquense,REINALDO TEIXEIRA BRAGA FILHO,"5079,662",46483,"8,28","96,9","0,585","22,78","103379,3268","102019,4013","7636,14"
Alvarães,1300029,alvarãense,EDY RUBEM TOMAS BARBOZA,"5923,461",16041,"2,38","75,3","0,527","22,44","38845,40139","30986,94366","10000,8"
Amaturá,1300060,amaturaense,JOAQUIM FRANCISCO DA SILVA CORADO,"4754,109",11536,"1,99","86,3","0,56","18,73","28640,36058","28695,24859","7186,35"
Anamã,1300086,anamãense,FRANCISCO NUNES BASTOS,"2446,121",13614,"4,16","93,6","0,594","10,2","28005,85764","22667,93379","8330,15"
Anori,1300102,anoriense,JAMILSON RIBEIRO CARVALHO,"6036,38",21010,"2,82","84,9","0,561","19,46","40989,54516","35525,43595","9549,01"
Apuí,1300144,apuiense,ADIMILSON NOGUEIRA,"54240,556",21973,"0,33","93,4","0,637","8,58","38939,07821","32864,8987","9037,65"
Atalaia do Norte,1300201,atalaiense,NONATO DO NASCIMENTO TENAZOR,"76435,093",19921,"0,2","65,5","0,45","31,41","48638,5964","44193,3168","7407,49"
Autazes,1300300,autazense,ANDRESON ADRIANO OLIVEIRA CAVALCANTE,"7652,852",39565,"4,23","94,6","0,577","15,61","77151,96604","67700,34349","8527,28"
Barcelos,1300409,barcelense,EDSON DE PAULA RODRIGUES MENDES,"122461,086",27502,"0,21","64,7","0,5","74,43","45272,18238","33700,14721","5784,23"
Barreirinha,1300508,barreirinhense,GLENIO JOSÉ MARQUES SEIXAS,"5751,765",32041,"4,76","97,5","0,574","14,94","73846,53905","61253,96215","7594,06"
Benjamin Constant,1300607,benjamin-constantense,DAVID NUNES BEMERGUY,"8695,392",42984,"3,8","89,6","0,574","18,29","94229,92065","80057,41934","6766,77"
Beruri,1300631,beruriense,MARIA LUCIR SANTOS DE OLIVEIRA,"17472,785",19679,"0,9","90,4","0,506","8,38","49151,43239","44787,64989","7450,96"
Boa Vista do Ramos,1300680,boa-vistense,ERALDO TRINDADE DA SILVA,"2589,407",19207,"5,79","95,9","0,565","12,54","39427,32598","33465,64931","6794,72"
Boca do Acre,1300706,bocacrense,JOSE MARIA SILVA DA CRUZ,"21938,591",34308,"1,4",88,"0,588","14,27","58849,15813","52281,19949","10668,3"
Borba,1300805,borbense,SIMÃO PEIXOTO LIMA,"44236,184",41161,"0,79","91,2","0,56","13,8","82838,84407","77976,42252","7313,77"
Caapiranga,1300839,caapiranguense,ANTONIO FERREIRA LIMA,"9455,539",13081,"1,16","89,4","0,569","23,15","29923,16035","29487,69821","11101,73"
Canutama,1300904,canutamense,OTANIEL LYRA DE OLIVEIRA,"33642,597",15629,"0,43","87,6","0,53","26,18","34237,33488","28869,12615","6646,31"
Carauari,1301001,carauariense,BRUNO LUIS LITAIFF RAMALHO,"25778,658",28294,1,"90,2","0,549","17,57","61010,46087","52252,85629","10074,99"
Careiro,1301100,careirense,NATHAN MACENA DE SOUZA,"6096,21",37869,"5,37","88,6","0,557","11,72","68325,35622","69100,00715","7283,11"
Careiro da Várzea,1301159,careirense-da-várzea,PEDRO DUARTE GUEDES,"2627,474",30225,"9,09","94,8","0,568","4,22","45407,41449","40614,70411","10730,33"
Coari,1301209,coariense,ADAIL JOSE FIGUEIREDO PINHEIRO,"57970,768",85097,"1,31","86,8","0,586","18,12","252725,4232","223233,6395","15580,35"
Codajás,1301308,codajasense,ABRAHAM LINCOLN DIB BASTOS,"18700,713",28637,"1,24","83,7","0,563","11,39","50540,78663","42224,3671","16683,01"
Eirunepé,1301407,eirunepeense,RAYLAN BARROSO DE ALENCAR,"14966,244",35273,"2,04","90,7","0,563","36,3","66904,9367","61167,85634","12431,91"
Envira,1301506,envirense,IVON RATES DA SILVA,"7505,807",20033,"2,18","83,9","0,509","18,87","44845,44285","37464,30573","7627,76"
Fonte Boa,1301605,fonte-boense,GILBERTO FERREIRA LISBOA,"12155,427",17609,"1,88","84,8","0,53","11,11","54258,27618","52828,29492","8507,12"
Guajará,1301654,guajaraense,ORDEAN GONZAGA DA SILVA,"7583,72",16678,"1,84","93,1","0,532","12,27","37941,68239","32012,09095","7088,42"
Humaitá,1301704,humaitaense,HERIVANEO VIEIRA DE OLIVEIRA,"33111,143",55080,"1,34","90,4","0,605","14,99","105121,4335","90640,85349","10400,5"
Ipixuna,1301803,ipixunense,MARIA DO SOCORRO DE PAULA OLIVEIRA,"12109,777",29689,"1,85","65,4","0,481","29,34","40727,83193","34558,28011","4942,15"
Iranduba,1301852,irandubense,FRANCISCO GOMES DA SILVA,"2216,817",48296,"18,42","93,4","0,613","4,25","119021,3624","105353,6648","14857,91"
Itacoatiara,1301902,itacoatiarense,ANTONIO PEIXOTO DE OLIVEIRA,"8891,906",101337,"9,77","95,1","0,644","18,14","196371,9276","196160,0626","19817,09"
Itamarati,1301951,itamaratiense,ANTONIO MAIA DA SILVA,"25260,429",7851,"0,32",81,"0,477","20,41","29463,90578","26435,48452","11536,94"
Itapiranga,1302009,itapiranguense,DENISE DE FARIAS LIMA,"4335,075",9148,"1,94","95,1","0,654","12,12","25171,8943","22287,50923","11789,2"
Japurá,1302108,japuraense,GRACINEIDE LOPES DE SOUZA,"55827,207",2755,"0,13","80,8","0,522","12,42","32835,58309","30170,31723","14735,73"
Juruá,1302207,juruaense,JOSE MARIA RODRIGUES DA ROCHA JUNIOR,"19442,548",14712,"0,56","90,1","0,522","19,76","32668,01595","29849,06554","7145,78"
Jutaí,1302306,jutaiense,PEDRO MACARIO BARBOZA,"69457,415",14317,"0,26","88,4","0,516","24,28","55122,62617","50414,35216","13794,17"
Lábrea,1302405,labrense,GEAN CAMPOS DE BARROS,"68262,696",46069,"0,55","85,7","0,531","13,5","84398,25826","78810,1022","11033,02"
Manacapuru,1302504,manacapuruense,BETANAEL DA SILVA DANGELO,"7336,579",97377,"11,62","92,3","0,614","11,35","169816,2567","165592,1276","15811,37"
Manaquiri,1302553,manaquirense,JAIR AGUIAR SOUTO,"3973,259",32105,"5,73","95,5","0,596","13,33","48651,4632","41658,45023","7806,29"
Manaus,1302603,manauara,ARTHUR VIRGILIO DO CARMO RIBEIRO NETO,"11401,092",2182763,"158,06","94,2","0,737","14,52","4743520,966","4366978,284","34362,71"
Manicoré,1302702,manicoreense,MANUEL SEBASTIÃO PIMENTEL DE MEDEIROS,"48315,021",55751,"0,97","90,3","0,582","21,23","94783,83816","84088,60772","9065,26"
Maraã,1302801,maraãense,LUIZ MAGNO PRAIANO MORAES,"16830,827",18224,"1,04","86,5","0,498","19,14","48990,55472","45762,26778","8325,67"
Maués,1302900,maueense,CARLOS ROBERTO DE OLIVEIRA JÚNIOR,"39991,066",63905,"1,31","93,7","0,588","16,74","130889,646","122928,0424","7376,44"
Nhamundá,1303007,nhamundaense,GLEDSON HADSON PAULAIN MACHADO,"14107,04",21173,"1,3","94,1","0,586","16,76","44772,08939","38286,61229","6797,78"
Nova Olinda do Norte,1303106,olindense,ADENILSON LIMA REIS,"5578,132",37378,"5,47","91,6","0,558","16,89","64596,91919","59156,85761","6427,28"
Novo Airão,1303205,novo-airãoense,ROBERTO FREDERICO PAES JUNIOR,"37776,77",19454,"0,39","83,9","0,57","15,02","39098,9988","34646,02368","7076,84"
Novo Aripuanã,1303304,novo-aripuanaense,JOCIONE DO SANTOS SOUZA,"41179,656",25644,"0,52",88,"0,554","9,85","43206,15185","37837,14452","7288,37"
Parintins,1303403,parintinense,FRANK LUIZ DA CUNHA GARCIA,"5956,047",114273,"17,14",93,"0,658","22,91","182766,4129","180031,3841","9593,89"
Pauini,1303502,pauiniense,ELIANA OLIVEIRA AMORIM,"41624,668",19426,"0,44","76,4","0,496","22,54","39496,36208","35561,18013","7690,77"
Presidente Figueiredo,1303536,figueiredense,ROMEIRO JOSE COSTEIRA DE MENDONCA,"25459,099",36279,"1,07","91,1","0,647","9,56","190134,8798","155031,4526","12865,72"
Rio Preto da Eva,1303569,rio-pretense,ANDERSON JOSÉ DE SOUZA,"5815,622",33347,"4,42","90,1","0,611","4,74","72278,05207","74626,83939","11994,12"
Santa Isabel do Rio Negro,1303601,santa-isabelense,ARAILDO MENDES DO NASCIMENTO,"62800,079",25156,"0,29","51,8","0,479","21,62","36083,14656","36388,28831","5159,77"
Santo Antônio do Içá,1303700,santoense,ABRAÃO MAGALHÃES LASMAR,"12366,143",21602,"1,99","81,4","0,49","16,57","58698,37248","55183,48629","7477,54"
São Gabriel da Cachoeira,1303809,são-gabrielense,CLOVIS MOREIRA SALDANHA,"109181,24",45564,"0,35","89,4","0,609","34,6","86867,9924","80002,90556","7037,06"
São Paulo de Olivença,1303908,paulivense,PAULO DE OLIVEIRA MAFRA,"19658,502",39299,"1,59","85,2","0,521","18,02","70201,47994","63593,34124","6186,16"
São Sebastião do Uatumã,1303957,uatumaense,FERNANDO FALABELLA,"10647,463",14020,1,"93,3","0,577","19,42","26053,07512","22148,24543","7566,82"
Silves,1304005,silvense,ARISTIDES QUEIROZ DE OLIVEIRA NETO,"3723,382",9171,"2,25","96,3","0,632","8,13","26157,33929","21524,89325","10453,73"
Tabatinga,1304062,tabatinguense,SAUL NUNES BEMERGUY,"3266,062",65844,"16,21","91,2","0,616","22,93","111041,9142","98245,23284","7255,96"
Tapauá,1304104,tapauense,JOSÉ BEZERRA GUEDES,"84946,166",17156,"0,21","79,5","0,502","29,63","47352,95262","27471,00903","18896,71"
Tefé,1304203,tefeense,NORMANDO BESSA DE SA,"23692,223",59849,"2,59","93,9","0,639","18,72","142248,5801","134280,5053","12008,83"
Tonantins,1304237,tonantinense,LAZARO DE SOUZA MARTINS,"6446,894",18755,"2,66","86,7","0,548","15,28","44853,67132","39604,09608","6591,02"
Uarini,1304260,uarinense,ANTONIO WALDETRUDES UCHOA DE BRITO,"10274,677",13540,"1,16","90,7","0,527","18,02","36758,97347","34568,19759","13881,45"
Urucará,1304302,urucaraense,ENRICO DE SOUZA FALABELLA,"27901,962",16256,"0,61","94,6","0,62","11,11","48232,76259","39612,23523","17566,03"
Urucurituba,1304401,urucuritubense,JOSE CLAUDENOR DE CASTRO PONTES,"2886,494",23065,"6,14","93,4","0,588","19,05","40807,25155","37492,36471","6450,77"
Serra do Navio,1600055,serranaviense,ELSON BELO LOBATO,"7713,046",5397,"0,56","98,4","0,709","33,33","16879,7836","16698,07531","13857,88"
Amapá,1600105,amapaense,CARLOS SAMPAIO DUARTE,"8454,847",9109,"0,88","95,8","0,642","22,56","14952,63111","12013,33582","19062,67"
Pedra Branca do Amapari,1600154,pedrabrancanienses,ELIZABETH PELAES DOS SANTOS,"9622,29",16502,"1,13","92,1","0,626","22,06","51121,0689","50112,86569","18577,96"
Calçoene,1600204,calçoenense,JONES FÁBIO NUNES CAVALCANTE,"14117,297",11117,"0,63",97,"0,643","4,76","18929,15947","20434,11798","13959,32"
Cutias,1600212,cutienses,RAIMUNDO BARBOSA AMANAJÁS FILHO,"2179,114",5983,"2,22","96,9","0,628","37,74",5748,"9607,02054","12913,84"
Ferreira Gomes,1600238,ferreirense,JOÃO ÁLVARO ROCHA RODRIGUES,"4973,852",7780,"1,15","96,2","0,656","6,1","25220,01038","25026,86463","68751,16"
Itaubal,1600253,itaubenses,VICTOR HUGO LOPES RODRIGUES,"1622,867",5503,"2,5","94,9","0,576","10,1","11334,35206","10023,30834","12713,02"
Laranjal do Jari,1600279,laranjalense,MARCIO CLAY DA COSTA SERRÃO,"30782,998",50410,"1,29","97,6","0,665","9,84","68126,85606","70160,51802","17885,4"
Macapá,1600303,macapaense,CLÉCIO LUÍS VILHENA VIEIRA,"6563,849",503327,"62,14","94,8","0,733","21,36","836674,6692","730153,476","21054,88"
Mazagão,1600402,mazaganistas,JOÃO DA SILVA COSTA,"13294,778",21632,"1,3","92,9","0,592","24,44","34729,88349","28201,53364","12003,39"
Oiapoque,1600501,oiapoquenses,MARIA ORLANDA MARQUES GARCIA,"23034,392",27270,"0,91",96,"0,658","25,13","35540,67762","38321,00969","15462,09"
Porto Grande,1600535,portograndense,JOSE MARIA BESSA DE OLIVEIRA,"4428,013",21971,"3,82","97,8","0,64","10,13","34387,39669","38407,99081","16107,08"
Pracuúba,1600550,pracuubense,BELIZE CONCEIÇÃO COSTA RAMOS,"4948,511",5120,"0,77","98,7","0,614",25,"10435,56447","8420,20148","13170,57"
Santana,1600600,santanenses,OFIRNEY DA CONCEIÇÃO SADALA,"1541,224",121364,"64,11","95,9","0,692","17,82","162899,4223","163129,6432","16539,73"
Tartarugalzinho,1600709,tartarugalense ou tartaruguense,RILDO GOMES DE OLIVEIRA,"6684,705",17315,"1,87","94,3","0,592","6,67","24816,30282","19610,31803","12537,48"
Vitória do Jari,1600808,vitorenses,RAIMUNDO DE ALCIMAR NEY DE SOUZA,"2508,979",15931,"5,01","97,1","0,619","36,5","31583,60566","31090,37258","12303,59"
Água Branca,2700102,água-branquense,JOSÉ CARLOS DE CARVALHO,"468,225",20196,"42,62",97,"0,549","11,83","48527,4317","43341,73304","6712,06"
Anadia,2700201,anadiense,JOSE CELINO RIBEIRO DE LIMA,"186,134",17545,"91,96","94,4","0,568","24,39","60458,85909","15188,73683","7901,35"
Arapiraca,2700300,arapiraquense,ROGERIO AUTO TEOFILO,"345,655",231747,"600,83","95,9","0,649","10,63","589893,3183","541162,1901","17511,69"
Atalaia,2700409,atalaiense,FRANCISCO LUIZ DE ALBUQUERQUE,"533,258",47185,"83,82","92,5","0,561","11,35","110965,4657","105758,0399","16036,19"
Barra de Santo Antônio,2700508,barrense,EMANUELLA CORADO ACIOLI DE MOURA,"131,364",15932,"102,79","93,3","0,557","6,47","42214,8473","31190,58911","10036,61"
Barra de São Miguel,2700607,barrense,JOSE MEDEIROS NICOLAU,"74,244",8322,"98,86","96,2","0,615","7,09","34324,33075","30000,38108","20443,58"
Batalha,2700706,batalhense,MARINA THEREZA CINTRA DANTAS,"319,036",18232,"53,21","95,9","0,594","7,09","53185,33831","49101,41207","9300,83"
Belém,2700805,belenense,ANA PAULA ANTERO SANTA ROSA BARBOSA,"66,655",4344,"93,58","97,5","0,593","38,96",Não informado,Não informado,"8533,09"
Belo Monte,2700904,belo-montense,CLAUDEVAL SANTOS SANTANA,"335,047",6704,"21,04","96,3","0,517","20,83","22674,1999","22434,31768","12387,97"
Boca da Mata,2701001,matense,GUSTAVO DANTAS FEIJO,"185,973",27281,"138,19","95,3","0,604","37,5","67278,8849","71328,07249","9741,8"
Branquinha,2701100,branquinhense,JAIRON MAIA FERNANDES NETO,"165,25",10494,"63,63",90,"0,513","5,41","32873,09908","31876,10317","36961,19"
Cacimbinhas,2701209,cacimbinhense,HUGO WANDERLEY CAJU,"273,767",10858,"37,35","96,5","0,531","35,09","31967,53232","31708,31177","8120,38"
Cajueiro,2701308,cajueirense,ANTONIO PALMERY MELO NETO,"94,357",21264,"164,24","96,2","0,562","26,06","59318,49898","58018,04436","7961,89"
Campestre,2701357,camprestrense,NIELSON MENDES DA SILVA,"65,91",6936,"99,39","95,5","0,559","10,64","19684,13304","20007,4687","9101,63"
Campo Alegre,2701407,campo-alegrense,PAULINE DE FÁTIMA PEREIRA ALBUQUERQUE,"312,708",57063,"172,2","91,1","0,57","13,31","98838,18974","90782,84827","8612,43"
Campo Grande,2701506,campo-grandense,ARNALDO HIGINO LESSA,"169,988",9558,"53,98","96,3","0,524","7,41","25870,74389","29541,60469","8676,19"
Canapi,2701605,canapiense,VINICIUS JOSE MARIANO DE LIMA,"602,778",17722,"30,02","97,5","0,506","14,76","48040,86731","46949,48524","6014,34"
Capela,2701704,capelense,ADELMO MOREIRA CALHEIROS,"257,561",17053,"70,39",93,"0,573","14,15","49802,32342","51060,47982","10290,23"
Carneiros,2701803,carneirense,GERALDO NOVAIS AGRA FILHO,"101,853",9081,"73,32","96,2","0,526","12,9","21801,98846","19845,0974","6257,21"
Chã Preta,2701902,chã-pretense,RITA COIMBRA CERQUEIRA TENÓRIO,"169,464",7311,"41,34","97,6","0,575","18,18","28167,94299","22980,0838","14659,66"
Coité do Nóia,2702009,coitenense,JOSÉ DE SENA NETTO,"88,759",10693,"123,44","96,4","0,533","21,28","29951,79223","30176,34858","9413,26"
Colônia Leopoldina,2702108,leopoldinense,MANUILSON ANDRADE SANTOS,"207,894",21698,"96,29","92,6","0,517","16,46","30337,64634","46726,36684","11489,15"
Coqueiro Seco,2702207,coqueirense,MARIA DECELE DAMASO DE ALMEIDA,"39,608",5845,"139,09","95,7","0,586","11,9","26354,15421","24716,30858","11301,31"
Coruripe,2702306,coruripense,JOAQUIM BELTRÃO SIQUEIRA,"897,78",56933,"56,77","97,6","0,626","12,85","183316,0777","166089,2101","23971,06"
Craíbas,2702355,craibense,EDIEL BARBOSA LIMA,"278,88",24219,"83,44","96,5","0,525","13,26","57049,87433","51440,61594","8041,06"
Delmiro Gouveia,2702405,delmirense,ERALDO JOAQUIM CORDEIRO,"626,69",52016,"79,13","96,1","0,612","14,6","101820,8595","108857,6951","9047,19"
Dois Riachos,2702504,riachense,RAMON CAMILO SILVA,"139,851",11075,"77,45","93,9","0,532","7,35","31647,09076","28802,73703","6904,46"
Estrela de Alagoas,2702553,estrelense,ARLINDO GARROTE DA SILVA NETO,"260,772",18205,"66,41","96,7","0,534","14,35","56328,65301","45959,24905","5692,75"
Feira Grande,2702603,feira-grandense,FLÁVIO RANGEL APÓSTOLO LIRA,"178,055",22166,"123,42","94,8","0,533","24,17","49390,46852","42712,90565","12680,12"
Feliz Deserto,2702702,feliz-desertense,ROSIANA LIMA BELTRÃO SIQUEIRA,"110,373",4754,"47,31","96,5","0,565","13,33","19437,65174","15753,56476","22606,52"
Flexeiras,2702801,flexeirense,MARIA ISABEL COSTA SOUZA,"333,052",12790,"36,99","95,8","0,527","15,54",Não informado,Não informado,"13521,04"
Girau do Ponciano,2702900,girauense,DAVID RAMOS DE BARROS,"513,454",40917,"73,11","94,3","0,536","11,15","90808,68089","83606,57081","7828,37"
Ibateguara,2703007,ibateguarense,MANOEL GERAERTES ALVES CRUZ,"265,312",15616,"57,1","96,6","0,518","20,08","37187,67777","34523,7848","8892,12"
Igaci,2703106,igaciense,OLIVEIRO TORRES PIANCO,"334,344",25631,"75,31","94,3","0,564","17,86","62795,39805","59169,27329","7006,69"
Igreja Nova,2703205,igreja-novense,VERÔNICA DANTAS LIMA E SILVA,"427,029",24499,"54,49","97,9","0,568","2,6","65356,43397","52716,9652","15745,94"
Inhapi,2703304,inhapiense,JOSÉ CICERO VIEIRA,"372,02",18385,"47,49","82,8","0,484","20,69","45353,00663","43619,85376","6024,08"
Jacaré dos Homens,2703403,jacarezeiro,JOSE FLORIANO BENTO DE MELO,"148,992",5253,"38,03","97,6","0,583","9,52","19618,64253","17950,93998","9754,28"
Jacuípe,2703502,jacuipense,AMARO FERREIRA DA SILVA JUNIOR,"208,738",7021,"33,26","96,8","0,548","61,22","34012,66495","25353,4205","24030,74"
Japaratinga,2703601,japaratinguense,KLEVER RÊGO LOUREIRO JUNIOR,"85,356",8361,"90,22","96,6","0,57","6,8","17463,10893","17893,10868","18931,17"
Jaramataia,2703700,jaramataiense,JEFFERSON TORRES BARRETO,"105,863",5770,"53,59","97,1","0,552","10,64","21981,42837","19223,90831","9474,2"
